epoch,step,train_accuracy_step
0,6749,0.71875
0,6799,0.75
0,6849,0.8125
0,6899,0.4375
0,6949,0.5625
0,6999,0.71875
0,7049,0.65625
0,7099,0.65625
0,7149,0.71875
0,7199,0.8125
0,7249,0.71875
0,7299,0.65625
0,7349,0.65625
0,7399,0.71875
0,7449,0.8125
0,7499,0.6875
0,7549,0.625
0,7599,0.6875
0,7649,0.84375
0,7699,0.71875
0,7749,0.625
0,7799,0.65625
0,7849,0.59375
0,7899,0.59375
0,7949,0.625
0,7999,0.6875
0,8049,0.625
0,8099,0.65625
0,8149,0.75
0,8199,0.59375
0,8249,0.78125
0,8299,0.75
0,8349,0.78125
0,8399,0.71875
0,8449,0.8125
0,8499,0.8125
0,8549,0.625
0,8599,0.6875
0,8649,0.6875
0,8699,0.78125
0,8749,0.5
0,8799,0.625
0,8849,0.6875
0,8899,0.78125
0,8949,0.5625
0,8999,0.6875
0,9049,0.6875
0,9099,0.53125
0,9149,0.59375
0,9199,0.5625
0,9249,0.9375
0,9299,0.8125
0,9349,0.65625
0,9399,0.75
0,9449,0.6875
0,9499,0.78125
0,9549,0.5625
0,9599,0.65625
0,9649,0.625
0,9699,0.84375
0,9749,0.625
0,9799,0.71875
0,9849,0.59375
0,9899,0.6875
0,9949,0.6875
0,9999,0.71875
0,10049,0.75
0,10099,0.53125
0,10149,0.78125
0,10199,0.71875
0,10249,0.625
0,10299,0.75
0,10349,0.59375
0,10399,0.65625
0,10449,0.84375
0,10499,0.625
0,10549,0.53125
0,10599,0.84375
0,10649,0.625
0,10699,0.78125
0,10749,0.625
0,10799,0.59375
0,10849,0.625
0,10899,0.625
0,10949,0.6875
0,10999,0.59375
0,11049,0.6875
0,11099,0.71875
0,11149,0.6875
0,11199,0.8125
0,11249,0.65625
0,11299,0.8125
0,11349,0.625
0,11399,0.71875
0,11449,0.5625
0,11499,0.71875
0,11549,0.625
0,11599,0.71875
0,11649,0.5625
0,11699,0.78125
0,11749,0.71875
0,11799,0.6875
0,11849,0.8125
0,11899,0.71875
0,11949,0.6875
0,11999,0.59375
0,12049,0.8125
0,12099,0.75
0,12149,0.625
0,12199,0.65625
0,12249,0.625
0,12299,0.65625
0,12349,0.90625
0,12399,0.71875
0,12449,0.6875
0,12499,0.75
0,12549,0.78125
0,12599,0.78125
0,12649,0.75
0,12699,0.65625
0,12749,0.46875
0,12799,0.625
0,12849,0.71875
0,12899,0.625
0,12949,0.65625
0,12999,0.75
0,13049,0.71875
0,13099,0.75
0,13149,0.71875
0,13199,0.78125
0,13249,0.75
0,13299,0.65625
0,13349,0.625
0,13399,0.6875
0,13449,0.78125
0,13499,0.78125
0,13549,0.71875
0,13599,0.46875
0,13649,0.59375
0,13699,0.75
0,13749,0.6875
0,13799,0.53125
0,13849,0.65625
0,13899,0.71875
0,13949,0.75
0,13999,0.5625
0,14049,0.75
0,14099,0.71875
0,14149,0.625
0,14199,0.65625
0,14249,0.75
0,14299,0.71875
0,14349,0.65625
0,14399,0.75
0,14449,0.65625
0,14499,0.78125
0,14549,0.625
0,14599,0.65625
0,14649,0.75
0,14699,0.65625
0,14749,0.65625
0,14799,0.65625
0,14849,0.625
0,14899,0.625
0,14949,0.71875
0,14999,0.71875
0,15049,0.59375
0,15099,0.65625
0,15149,0.8125
0,15199,0.6875
0,15249,0.65625
0,15299,0.53125
0,15349,0.625
0,15399,0.6875
0,15449,0.71875
0,15499,0.65625
0,15549,0.71875
0,15599,0.6875
0,15649,0.5625
0,15699,0.78125
0,15749,0.71875
0,15799,0.625
0,15849,0.46875
0,15899,0.6875
0,15949,0.75
0,15999,0.625
0,16049,0.65625
0,16099,0.6875
0,16149,0.75
0,16199,0.625
0,16249,0.5625
0,16299,0.78125
0,16349,0.5625
0,16399,0.6875
0,16449,0.78125
0,16499,0.625
0,16549,0.6875
0,16599,0.59375
0,16649,0.625
0,16699,0.6875
0,16749,0.53125
0,16799,0.6875
0,16849,0.625
0,16899,0.6875
0,16949,0.71875
0,16999,0.625
0,17049,0.625
0,17099,0.5625
0,17149,0.75
0,17199,0.71875
0,17249,0.71875
0,17299,0.5625
0,17349,0.65625
0,17399,0.53125
0,17449,0.71875
0,17499,0.59375
0,17549,0.875
0,17599,0.65625
0,17649,0.78125
0,17699,0.625
0,17749,0.84375
0,17799,0.84375
0,17849,0.6875
0,17899,0.71875
0,17949,0.65625
0,17999,0.8125
0,18049,0.625
0,18099,0.625
0,18149,0.6875
0,18199,0.71875
0,18249,0.8125
0,18299,0.78125
0,18349,0.625
0,18399,0.59375
0,18449,0.71875
0,18499,0.6875
0,18549,0.65625
0,18599,0.59375
0,18649,0.78125
0,18699,0.8125
0,18749,0.75
0,18799,0.75
0,18849,0.59375
0,18899,0.65625
0,18949,0.625
0,18999,0.75
0,19049,0.78125
0,19099,0.6875
0,19149,0.6875
0,19199,0.75
0,19249,0.78125
0,19299,0.6875
0,19349,0.75
0,19399,0.78125
0,19449,0.75
0,19499,0.65625
0,19549,0.75
0,19599,0.78125
0,19649,0.6875
0,19699,0.71875
0,19749,0.65625
0,19799,0.6875
0,19849,0.625
0,19899,0.6875
0,19949,0.5625
0,19999,0.6875
0,20049,0.84375
0,20099,0.65625
0,20149,0.6875
0,20199,0.6875
0,20249,0.625
0,20299,0.84375
0,20349,0.78125
0,20399,0.8125
0,20449,0.5
0,20499,0.59375
0,20549,0.75
0,20599,0.6875
0,20649,0.6875
0,20699,0.65625
0,20749,0.8125
0,20799,0.71875
0,20849,0.875
0,20899,0.78125
0,20949,0.71875
0,20999,0.65625
0,21049,0.6875
0,21099,0.75
0,21149,0.75
0,21199,0.8125
0,21249,0.8125
0,21299,0.59375
0,21349,0.6875
0,21399,0.65625
0,21449,0.65625
0,21499,0.59375
0,21549,0.71875
0,21599,0.625
0,21649,0.90625
0,21699,0.5625
0,21749,0.6875
0,21799,0.8125
0,21849,0.6875
0,21899,0.65625
0,21949,0.65625
0,21999,0.59375
0,22049,0.6875
0,22099,0.65625
0,22149,0.625
0,22199,0.6875
0,22249,0.71875
0,22299,0.6875
0,22349,0.8125
0,22399,0.75
0,22449,0.71875
0,22499,0.625
0,22549,0.625
0,22599,0.65625
0,22649,0.71875
0,22699,0.65625
0,22749,0.8125
0,22799,0.53125
0,22849,0.5
0,22899,0.78125
0,22949,0.78125
0,22999,0.71875
0,23049,0.71875
0,23099,0.71875
0,23149,0.75
0,23199,0.65625
0,23249,0.75
0,23299,0.59375
0,23349,0.71875
0,23399,0.6875
0,23449,0.75
0,23499,0.84375
0,23549,0.78125
0,23599,0.65625
0,23649,0.8125
0,23699,0.75
0,23749,0.625
0,23799,0.6875
0,23849,0.5625
0,23899,0.71875
0,23949,0.6875
0,23999,0.71875
0,24049,0.75
0,24099,0.71875
0,24149,0.75
0,24199,0.8125
0,24249,0.625
0,24299,0.71875
0,24349,0.65625
0,24399,0.5625
0,24449,0.75
0,24499,0.75
0,24549,0.65625
0,24599,0.90625
0,24649,0.71875
0,24699,0.71875
0,24749,0.6875
0,24799,0.65625
0,24849,0.59375
